Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,Travel_Rarely,1504,Sales,2,4,Life Sciences,1,1556,4,Male,91,1,2,Manager,4,Single,2776,22101,3,Y,Yes,5,2,4,80,0,8,6,2,4,0,0,0
49,Travel_Rarely,541,Sales,16,4,Life Sciences,1,1557,1,Female,106,4,2,Sales Executive,1,Divorced,7405,15062,8,Y,No,15,2,3,80,1,19,4,3,9,7,8,0
30,Travel_Rarely,628,Research & Development,9,3,Life Sciences,1,1558,4,Male,96,4,1,Research Scientist,1,Married,2819,23495,6,Y,No,15,2,0,80,2,6,5,2,2,0,1,1
34,Travel_Rarely,1615,Sales,16,4,Life Sciences,1,1560,1,Male,60,3,4,Sales Executive,1,Married,6712,13766,2,Y,No,5,5,4,80,1,9,7,0,3,2,3,0
39,Travel_Frequently,1154,Human Resources,15,4,Human Resources,1,1563,4,Male,92,3,2,Human Resources,4,Married,6381,19258,3,Y,No,5,5,3,80,0,11,2,4,7,3,2,3
36,Travel_Rarely,1042,Research & Development,1,3,Medical,1,1564,2,Male,71,2,1,Laboratory Technician,4,Married,2573,22818,1,Y,No,5,3,4,80,0,4,3,3,4,0,2,3
31,Travel_Rarely,1159,Sales,22,4,Technical Degree,1,1568,1,Male,30,1,3,Sales Executive,2,Married,9898,16019,3,Y,No,7,2,1,80,1,10,4,4,5,2,2,4
33,Non-Travel,1230,Research & Development,1,4,Technical Degree,1,1574,2,Male,64,3,2,Research Scientist,4,Married,4700,25803,4,Y,No,15,3,1,80,1,10,6,2,7,5,2,3
49,Travel_Rarely,1551,Research & Development,15,4,Other,1,1576,4,Female,91,3,3,Research Director,2,Married,2911,23142,8,Y,No,23,4,4,80,1,11,1,2,9,0,0,7
35,Travel_Rarely,527,Research & Development,7,4,Medical,1,1577,1,Male,39,3,1,Research Scientist,5,Single,3388,24267,1,Y,No,14,2,4,80,0,2,4,0,2,0,1,1
56,Travel_Rarely,719,Sales,13,5,Marketing,1,1578,1,Male,63,2,5,Manager,1,Divorced,22916,24189,1,Y,No,17,2,1,80,1,37,6,3,37,6,3,14
35,Travel_Rarely,1216,Research & Development,1,4,Life Sciences,1,1580,2,Male,41,3,2,Research Scientist,4,Married,5758,11707,9,Y,No,5,3,1,80,1,10,3,4,3,2,3,2
27,Travel_Rarely,664,Research & Development,2,3,Life Sciences,1,1581,3,Female,125,4,3,Research Director,2,Married,2164,15586,1,Y,No,5,2,3,80,0,2,8,3,2,0,0,0
39,Travel_Rarely,1743,Sales,14,3,Life Sciences,1,1582,4,Male,112,3,4,Sales Executive,2,Married,10420,17297,0,Y,No,5,5,4,80,1,11,3,3,10,8,8,8
39,Travel_Rarely,459,Sales,16,3,Life Sciences,1,1583,1,Female,95,3,2,Sales Executive,4,Single,4828,17198,2,Y,No,15,4,4,80,0,9,8,4,4,2,2,3
37,Travel_Rarely,972,Sales,1,4,Life Sciences,1,1585,1,Female,80,1,2,Sales Executive,4,Single,7837,23592,6,Y,No,15,2,1,80,0,16,8,3,2,0,1,1
30,Travel_Rarely,1439,Research & Development,3,1,Medical,1,1586,4,Male,91,3,1,Laboratory Technician,1,Single,4959,17024,1,Y,Yes,5,4,2,80,0,11,3,1,11,9,2,6
36,Travel_Rarely,804,Research & Development,10,4,Medical,1,1587,1,Female,61,3,2,Healthcare Representative,1,Single,7555,5068,3,Y,Yes,23,5,4,80,0,11,2,3,6,2,1,5
40,Travel_Rarely,1608,Sales,5,3,Medical,1,1588,2,Male,42,4,3,Sales Executive,4,Married,9390,5124,2,Y,No,14,2,1,80,1,12,2,1,8,6,8,7
30,Travel_Frequently,1095,Research & Development,1,1,Life Sciences,1,1590,1,Male,96,3,2,Healthcare Representative,5,Divorced,10092,26931,1,Y,No,14,2,5,80,1,7,0,4,7,4,2,4
51,Travel_Rarely,271,Sales,9,3,Marketing,1,1591,3,Male,60,3,5,Manager,4,Divorced,20298,20007,4,Y,Yes,5,4,1,80,1,28,2,3,2,0,1,1
24,Travel_Rarely,1026,Research & Development,15,3,Technical Degree,1,1592,5,Male,47,4,1,Research Scientist,4,Divorced,2363,13467,2,Y,No,14,4,2,80,1,5,2,1,3,2,3,3
37,Travel_Frequently,1432,Research & Development,6,4,Life Sciences,1,1594,4,Male,88,1,2,Laboratory Technician,4,Married,6508,21682,3,Y,Yes,17,3,5,80,1,10,3,3,4,2,1,3
43,Travel_Rarely,1483,Research & Development,9,2,Other,1,1595,4,Male,130,2,5,Manager,4,Single,24124,36907,8,Y,Yes,23,5,4,80,0,25,2,3,2,0,1,2
36,Travel_Rarely,769,Research & Development,28,3,Life Sciences,1,1596,2,Male,47,4,2,Laboratory Technician,3,Married,3918,25982,1,Y,No,15,2,5,80,2,11,5,2,11,9,7,9
35,Travel_Frequently,669,Research & Development,10,4,Technical Degree,1,1597,5,Male,94,2,2,Healthcare Representative,1,Married,5822,15715,1,Y,No,15,3,1,80,1,9,0,2,9,2,8,0
41,Travel_Rarely,165,Sales,28,2,Life Sciences,1,1598,2,Female,118,3,4,Sales Executive,2,Married,5567,15767,1,Y,No,20,4,4,80,1,6,2,3,6,4,2,3
44,Travel_Rarely,1287,Research & Development,27,3,Technical Degree,1,1599,4,Male,113,4,1,Laboratory Technician,4,Divorced,5900,7612,5,Y,Yes,21,5,4,80,1,9,-2,3,7,4,1,3
36,Travel_Rarely,1484,Research & Development,7,2,Life Sciences,1,1601,4,Male,69,2,1,Laboratory Technician,2,Married,3147,8484,1,Y,Yes,17,3,2,80,1,2,7,2,2,0,1,2
47,Travel_Rarely,507,Sales,1,4,Life Sciences,1,1602,2,Male,50,4,4,Manager,1,Single,18445,2840,1,Y,No,5,2,1,80,0,28,7,1,27,0,1,13
23,Non-Travel,411,Research & Development,39,2,Other,1,1605,1,Female,77,2,1,Research Scientist,2,Married,3124,9264,1,Y,Yes,11,2,1,80,0,5,4,2,5,2,2,4
51,Travel_Frequently,1357,Research & Development,20,5,Medical,1,1606,2,Male,45,3,4,Healthcare Representative,1,Divorced,12932,22758,2,Y,Yes,15,3,4,80,1,33,6,3,31,8,13,14
33,Travel_Rarely,697,Research & Development,5,4,Other,1,1607,2,Female,39,4,1,Research Scientist,2,Married,3809,20661,3,Y,No,15,3,5,80,2,7,6,3,4,2,1,3
45,Travel_Rarely,1379,Research & Development,7,3,Medical,1,1608,4,Female,33,3,5,Research Director,2,Divorced,22287,3726,0,Y,Yes,17,2,1,80,1,24,4,2,23,7,2,11
31,Travel_Rarely,247,Research & Development,7,3,Medical,1,1609,2,Male,49,4,1,Research Scientist,1,Married,2248,5482,1,Y,No,5,4,4,80,1,7,2,2,7,4,2,2
46,Travel_Rarely,1320,Research & Development,5,5,Medical,1,1611,3,Female,65,0,2,Laboratory Technician,2,Single,6057,30481,1,Y,Yes,5,4,3,80,0,11,4,3,11,7,2,5
46,Non-Travel,344,Sales,26,3,Marketing,1,1612,1,Male,53,2,2,Sales Executive,1,Married,5130,24766,1,Y,No,17,3,0,80,1,11,5,3,11,7,5,6
32,Travel_Frequently,858,Sales,2,4,Other,1,1613,4,Male,65,4,4,Sales Executive,3,Single,5599,25922,7,Y,No,5,5,2,80,0,11,4,3,6,2,1,4
37,Travel_Rarely,587,Research & Development,12,4,Life Sciences,1,1614,4,Female,80,3,2,Manufacturing Director,3,Married,5316,13042,9,Y,Yes,14,4,4,80,2,8,3,3,4,2,2,2
35,Travel_Frequently,447,Research & Development,10,4,Life Sciences,1,1615,1,Male,44,4,2,Manufacturing Director,5,Divorced,5527,17850,1,Y,No,17,3,1,80,1,10,2,3,10,7,8,3
50,Travel_Rarely,650,Research & Development,13,4,Life Sciences,1,1617,3,Female,76,3,1,Laboratory Technician,1,Married,3372,19892,1,Y,No,5,2,3,80,1,11,6,2,10,6,2,5
40,Travel_Rarely,1526,Research & Development,10,5,Medical,1,1618,4,Male,84,3,2,Manufacturing Director,0,Married,6130,4219,2,Y,No,14,2,5,80,3,11,6,1,8,7,8,8
28,Travel_Rarely,1367,Research & Development,29,3,Other,1,1619,2,Male,70,2,1,Laboratory Technician,4,Divorced,4757,17105,1,Y,No,17,4,1,80,2,8,3,3,8,7,1,8
36,Travel_Rarely,1065,Research & Development,18,5,Life Sciences,1,1621,2,Male,62,4,3,Research Director,1,Married,6406,34206,1,Y,No,23,2,2,80,0,17,2,1,17,0,0,11
29,Travel_Rarely,638,Research & Development,27,3,Medical,1,1622,1,Female,43,1,2,Manufacturing Director,0,Married,5121,22506,0,Y,No,5,3,2,80,1,7,3,1,6,3,1,1
22,Travel_Rarely,764,Research & Development,4,1,Medical,1,1623,1,Male,136,3,3,Research Director,4,Single,3273,36413,1,Y,No,5,5,4,80,0,4,2,3,3,0,0,3
48,Travel_Rarely,1235,Human Resources,39,4,Life Sciences,1,1625,4,Female,103,3,5,Manager,1,Married,23000,5481,3,Y,No,17,2,1,80,1,28,0,4,6,2,2,1
40,Travel_Rarely,187,Research & Development,3,2,Medical,1,1627,1,Male,84,1,2,Laboratory Technician,1,Divorced,3529,11332,0,Y,No,15,2,5,80,1,12,0,3,11,8,1,8
41,Travel_Rarely,928,Research & Development,15,3,Life Sciences,1,1628,1,Female,84,2,3,Manufacturing Director,1,Divorced,12000,27090,1,Y,No,15,4,2,80,2,19,5,3,19,15,15,13
36,Non-Travel,187,Research & Development,8,4,Life Sciences,1,1630,3,Female,47,3,2,Healthcare Representative,3,Married,4355,11025,1,Y,No,5,3,3,80,1,16,8,1,15,11,3,0
38,Travel_Rarely,688,Research & Development,19,3,Life Sciences,1,1631,1,Male,87,3,2,Manufacturing Director,4,Married,6576,27155,3,Y,No,14,3,1,80,3,10,5,2,5,3,1,3
40,Travel_Frequently,782,Research & Development,4,3,Medical,1,1633,1,Female,89,4,2,Manufacturing Director,3,Single,5899,3454,0,Y,Yes,17,3,2,80,0,11,-1,1,10,2,4,9
46,Travel_Rarely,1861,Research & Development,2,2,Other,1,1635,4,Female,83,2,2,Manufacturing Director,4,Divorced,7097,7543,1,Y,No,23,5,3,80,3,11,2,4,11,7,4,10
39,Travel_Rarely,417,Research & Development,2,2,Medical,1,1638,1,Female,57,1,3,Manufacturing Director,1,Married,9075,14909,3,Y,Yes,17,3,2,80,1,11,7,4,6,4,1,3
38,Travel_Rarely,1544,Research & Development,10,3,Medical,1,1640,2,Female,75,3,1,Research Scientist,1,Married,4526,10451,1,Y,No,15,2,4,80,1,9,2,0,9,4,8,8
41,Travel_Rarely,493,Research & Development,12,3,Life Sciences,1,1641,4,Female,92,3,3,Manufacturing Director,2,Single,8342,21943,6,Y,Yes,5,3,4,80,0,19,4,2,5,2,4,4
45,Travel_Frequently,632,Human Resources,2,5,Human Resources,1,1642,1,Male,39,3,2,Human Resources,2,Divorced,6719,11028,4,Y,Yes,17,4,1,80,0,15,6,3,11,7,1,3
49,Travel_Frequently,402,Research & Development,4,5,Medical,1,1644,1,Male,98,2,4,Manager,5,Married,17786,6162,2,Y,No,17,2,1,80,1,24,6,3,3,2,3,3
25,Travel_Frequently,680,Research & Development,2,1,Technical Degree,1,1646,1,Female,38,3,3,Research Director,4,Single,4512,20662,1,Y,Yes,20,4,3,80,0,7,3,1,7,0,0,4
28,Travel_Rarely,498,Research & Development,4,3,Medical,1,1647,1,Female,88,4,1,Research Scientist,1,Married,4009,23052,7,Y,No,14,2,4,80,0,6,0,1,4,2,1,0
28,Travel_Frequently,650,Research & Development,1,3,Medical,1,1648,2,Male,96,3,1,Research Scientist,2,Single,2709,6927,2,Y,No,5,2,1,80,0,7,2,2,5,2,2,3
30,Travel_Rarely,481,Sales,15,3,Medical,1,1650,3,Male,43,2,2,Sales Executive,3,Single,6162,23998,9,Y,No,5,4,1,80,0,9,2,3,6,2,2,5
37,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,1,Female,42,1,3,Healthcare Representative,1,Married,8408,22792,4,Y,No,5,3,2,80,2,10,3,3,4,2,1,3
26,Travel_Frequently,849,Research & Development,1,1,Life Sciences,1,1653,4,Male,85,4,2,Manufacturing Director,4,Divorced,5935,5470,1,Y,No,14,3,1,80,2,8,7,3,8,7,1,8
40,Travel_Rarely,517,Research & Development,12,3,Medical,1,1654,1,Male,69,3,2,Manufacturing Director,4,Married,6089,8078,4,Y,No,15,2,3,80,0,8,3,3,6,4,2,1
50,Travel_Rarely,316,Research & Development,22,4,Other,1,1655,0,Female,76,3,4,Research Director,1,Married,17234,3673,3,Y,No,5,4,4,80,2,28,5,4,5,2,2,3
51,Travel_Rarely,732,Research & Development,17,5,Life Sciences,1,1656,4,Female,45,2,3,Research Director,1,Divorced,14198,19783,5,Y,Yes,7,3,1,80,3,20,3,3,15,11,2,12
21,Travel_Rarely,1027,Sales,2,3,Medical,1,1657,2,Female,28,3,1,Sales Representative,1,Single,2978,11926,1,Y,No,7,3,1,80,0,3,3,3,3,2,3,0
35,Travel_Rarely,1158,Research & Development,2,3,Life Sciences,1,1658,5,Female,68,3,2,Research Scientist,1,Divorced,6248,19815,1,Y,No,15,4,1,80,1,12,5,3,12,8,8,10
37,Travel_Rarely,435,Research & Development,7,3,Life Sciences,1,1659,3,Male,108,4,1,Laboratory Technician,1,Single,2114,15330,2,Y,No,5,5,1,80,0,16,4,4,5,3,2,4
50,Travel_Rarely,465,Research & Development,3,1,Life Sciences,1,1661,1,Female,41,1,4,Healthcare Representative,1,Married,14944,11652,2,Y,No,7,3,2,80,1,31,3,1,16,11,3,13
37,Non-Travel,916,Research & Development,1,4,Medical,1,1662,2,Female,34,2,2,Manufacturing Director,4,Divorced,5118,15796,0,Y,No,17,4,3,80,0,5,6,3,4,2,2,0
37,Travel_Rarely,1092,Research & Development,3,2,Life Sciences,1,1664,2,Male,83,4,2,Healthcare Representative,4,Divorced,8005,27623,6,Y,No,17,2,0,80,1,14,3,3,6,4,1,0
55,Travel_Rarely,642,Research & Development,44,5,Medical,1,1665,1,Female,100,3,4,Manager,3,Married,18297,20554,3,Y,No,5,2,1,80,1,37,6,1,11,8,5,8
44,Travel_Rarely,1356,Research & Development,15,2,Life Sciences,1,1666,1,Male,68,2,4,Research Director,3,Married,20067,3701,1,Y,No,14,3,0,80,1,15,1,1,15,10,7,12
39,Travel_Frequently,1219,Research & Development,2,3,Life Sciences,1,1668,4,Male,92,3,2,Research Scientist,2,Married,4972,10114,7,Y,No,5,3,4,80,2,20,4,1,14,11,3,10
30,Travel_Rarely,1041,Sales,5,3,Medical,1,1669,4,Male,45,4,2,Sales Executive,1,Divorced,4899,3524,1,Y,No,17,3,1,80,1,11,3,2,11,0,1,10
34,Travel_Rarely,412,Sales,2,4,Medical,1,1670,2,Male,98,3,2,Sales Executive,1,Divorced,6331,4117,1,Y,No,15,2,1,80,2,7,5,3,7,2,1,5
33,Travel_Rarely,1075,Research & Development,2,3,Medical,1,1671,2,Male,50,3,2,Research Scientist,2,Divorced,6400,28070,0,Y,No,17,3,1,80,2,11,6,2,10,5,2,7
32,Travel_Rarely,1001,Sales,5,4,Life Sciences,1,1673,1,Female,60,4,2,Sales Executive,2,Married,6078,20330,1,Y,No,11,3,1,80,2,11,2,3,11,0,1,3
50,Travel_Rarely,650,Research & Development,16,3,Medical,1,1674,2,Female,104,3,1,Laboratory Technician,2,Divorced,2716,34917,4,Y,Yes,5,5,4,80,1,18,5,2,3,2,3,3
39,Travel_Frequently,152,Research & Development,2,3,Medical,1,1675,5,Female,43,2,1,Laboratory Technician,1,Single,2562,24422,1,Y,No,5,4,1,80,0,5,4,3,5,3,4,4
48,Travel_Rarely,1286,Sales,2,4,Life Sciences,1,1676,2,Female,49,4,4,Manager,4,Married,18687,22140,6,Y,No,17,4,3,80,3,30,2,3,4,2,2,3
50,Travel_Rarely,1133,Research & Development,1,3,Life Sciences,1,1677,1,Male,50,3,4,Manager,3,Single,18916,31338,4,Y,No,23,2,1,80,0,24,5,3,9,7,1,1
42,Travel_Rarely,1327,Sales,23,2,Life Sciences,1,1678,2,Male,88,3,3,Sales Executive,4,Single,8286,12750,3,Y,Yes,17,3,5,80,0,22,2,3,3,0,1,3
21,Travel_Rarely,763,Sales,5,1,Life Sciences,1,1680,5,Male,57,3,1,Sales Representative,1,Single,3110,22136,1,Y,Yes,14,3,1,80,0,3,6,3,3,2,1,3
34,Non-Travel,636,Sales,16,3,Life Sciences,1,1681,1,Female,43,3,4,Sales Executive,4,Divorced,6495,19356,1,Y,Yes,21,2,4,80,1,8,1,1,7,5,2,3
37,Travel_Rarely,1486,Research & Development,26,4,Life Sciences,1,1682,0,Male,88,3,2,Healthcare Representative,4,Married,6149,8161,6,Y,No,15,2,1,80,2,11,2,1,4,2,1,3
45,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,1,Female,44,3,1,Human Resources,4,Divorced,3419,4167,4,Y,Yes,7,3,1,80,3,9,0,1,3,2,3,3
39,Travel_Rarely,1532,Research & Development,4,2,Medical,1,1687,4,Female,89,3,1,Laboratory Technician,1,Married,3769,26830,7,Y,No,14,2,1,80,1,8,2,1,1,0,1,1
54,Travel_Rarely,1953,Research & Development,24,4,Medical,1,1689,4,Male,67,5,5,Healthcare Representative,4,Married,7355,4841,3,Y,No,5,5,1,80,0,12,2,1,5,3,2,3
27,Non-Travel,865,Research & Development,5,3,Medical,1,1693,1,Male,84,3,1,Laboratory Technician,5,Single,2699,13118,1,Y,No,5,3,4,80,0,8,5,3,8,7,6,8
56,Travel_Rarely,1585,Research & Development,17,3,Technical Degree,1,1694,1,Male,103,2,1,Research Scientist,2,Divorced,4032,26111,5,Y,No,14,2,2,80,1,9,1,3,5,2,2,3
35,Travel_Rarely,1504,Research & Development,8,2,Medical,1,1696,4,Male,74,2,2,Laboratory Technician,2,Married,4903,15486,1,Y,No,23,5,4,80,1,16,4,4,16,10,5,14
61,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,1,Male,92,1,3,Healthcare Representative,3,Divorced,11427,20467,3,Y,No,5,2,1,80,1,20,2,4,2,0,1,1
34,Travel_Rarely,240,Research & Development,21,3,Medical,1,1698,1,Male,71,1,1,Laboratory Technician,1,Married,2251,12273,1,Y,No,11,3,3,80,3,15,6,3,15,11,3,14
38,Travel_Frequently,1789,Sales,1,4,Medical,1,1700,1,Male,43,0,4,Sales Executive,4,Divorced,10001,10748,1,Y,No,5,5,4,80,2,7,4,2,7,3,2,4
35,Travel_Rarely,814,Research & Development,19,3,Life Sciences,1,1701,4,Female,42,2,3,Research Director,2,Married,3603,24406,1,Y,No,23,2,3,80,0,11,6,3,11,0,0,8
45,Travel_Rarely,944,Research & Development,2,3,Life Sciences,1,1703,3,Female,98,4,3,Healthcare Representative,2,Married,9061,15180,1,Y,Yes,15,3,1,80,1,10,2,1,9,7,7,8
36,Travel_Frequently,161,Research & Development,1,4,Medical,1,1704,1,Male,87,1,1,Research Scientist,2,Single,5177,15367,0,Y,Yes,5,4,4,80,0,7,4,5,6,4,2,5
44,Travel_Rarely,1651,Sales,2,3,Medical,1,1706,4,Male,102,3,4,Sales Executive,4,Married,8239,8497,1,Y,Yes,5,5,1,80,1,11,3,3,11,9,9,9
25,Travel_Rarely,581,Research & Development,7,3,Medical,1,1707,1,Male,62,1,1,Research Scientist,1,Married,4885,17616,1,Y,No,11,3,2,80,1,6,4,3,6,3,1,5
42,Travel_Rarely,1193,Sales,3,3,Marketing,1,1708,2,Male,46,4,3,Sales Executive,4,Single,11366,20630,1,Y,No,23,4,2,80,0,11,5,3,11,8,9,8
30,Travel_Rarely,974,Research & Development,14,4,Medical,1,1709,2,Female,39,3,1,Laboratory Technician,3,Married,3123,22871,9,Y,No,5,2,1,80,1,10,2,3,6,3,2,3
37,Travel_Rarely,557,Sales,2,4,Life Sciences,1,1710,1,Female,54,3,2,Sales Representative,2,Single,4727,7811,3,Y,No,5,2,1,80,0,18,2,2,14,7,7,8
46,Non-Travel,1362,Research & Development,1,1,Life Sciences,1,1712,4,Male,81,2,3,Healthcare Representative,4,Married,12253,3735,3,Y,No,14,4,2,80,1,26,3,2,24,15,15,5
27,Travel_Rarely,468,Research & Development,34,4,Medical,1,1718,4,Male,74,1,1,Laboratory Technician,1,Married,2420,7460,1,Y,No,5,4,4,80,3,4,5,1,4,2,1,3
46,Travel_Rarely,1030,Research & Development,28,2,Technical Degree,1,1719,2,Female,49,2,4,Research Director,4,Single,17539,17547,1,Y,No,5,3,4,80,0,22,2,3,22,6,9,7
33,Travel_Frequently,644,Research & Development,10,3,Life Sciences,1,1720,4,Male,62,3,1,Research Scientist,3,Married,3948,19096,6,Y,No,15,4,1,80,1,11,5,2,6,2,2,4
32,Travel_Rarely,741,Research & Development,3,4,Life Sciences,1,1721,1,Male,69,3,1,Laboratory Technician,3,Married,3720,18103,1,Y,Yes,7,2,3,80,1,7,1,4,6,2,1,4
42,Non-Travel,566,Human Resources,4,3,Human Resources,1,1722,3,Male,61,1,2,Human Resources,1,Married,7523,21314,6,Y,No,17,4,4,80,1,11,4,1,4,2,2,3
41,Travel_Rarely,480,Research & Development,8,2,Life Sciences,1,1724,4,Female,120,3,2,Manufacturing Director,1,Married,6842,6553,2,Y,Yes,5,2,1,80,1,19,3,3,2,0,1,1
25,Travel_Rarely,557,Research & Development,29,1,Medical,1,1725,1,Male,100,1,1,Laboratory Technician,1,Divorced,4571,3984,1,Y,No,17,2,1,80,3,7,2,4,7,2,2,3
47,Travel_Rarely,1004,Research & Development,7,4,Life Sciences,1,1727,1,Male,48,3,2,Healthcare Representative,2,Single,5840,13576,6,Y,No,5,5,2,80,0,20,4,4,11,7,1,10
36,Travel_Rarely,1439,Research & Development,41,4,Life Sciences,1,1728,5,Male,51,3,2,Manufacturing Director,1,Married,7915,5409,2,Y,No,15,3,1,80,1,18,3,3,8,7,1,8
31,Travel_Rarely,813,Research & Development,32,1,Life Sciences,1,1729,1,Male,34,3,1,Research Scientist,2,Married,3291,3906,1,Y,No,15,4,4,80,1,11,2,2,11,0,1,9
48,Non-Travel,557,Sales,2,4,Marketing,1,1731,4,Male,89,1,2,Sales Executive,2,Divorced,5725,3624,7,Y,No,15,4,1,80,1,5,4,4,2,0,1,1
47,Travel_Rarely,1341,Sales,2,3,Life Sciences,1,1732,4,Male,78,3,3,Sales Executive,1,Divorced,10886,5876,4,Y,Yes,5,4,1,80,1,14,4,4,11,6,1,4
24,Travel_Rarely,164,Research & Development,4,1,Medical,1,1735,4,Female,52,3,1,Laboratory Technician,4,Married,3789,13184,1,Y,No,15,4,1,80,0,4,3,0,4,2,2,0
32,Travel_Frequently,212,Research & Development,24,1,Technical Degree,1,1736,2,Female,39,3,2,Manufacturing Director,4,Single,5500,8671,2,Y,No,5,5,4,80,0,10,4,2,6,4,2,5
40,Non-Travel,832,Research & Development,1,3,Life Sciences,1,1737,2,Male,81,4,2,Laboratory Technician,1,Married,7443,9438,1,Y,Yes,15,2,5,80,1,10,1,3,10,8,6,9
33,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,3,Male,80,1,3,Sales Executive,1,Divorced,10091,3840,3,Y,Yes,5,2,1,80,1,11,5,1,5,3,1,3
41,Travel_Rarely,642,Sales,7,4,Medical,1,1740,1,Male,92,3,5,Manager,1,Married,23205,4566,1,Y,No,17,4,2,80,0,22,5,2,22,8,13,9
46,Travel_Rarely,176,Human Resources,6,3,Life Sciences,1,1744,2,Female,56,1,3,Human Resources,1,Married,10439,6595,4,Y,No,7,3,2,80,2,10,4,1,6,0,1,4
31,Travel_Frequently,1378,Research & Development,4,4,Technical Degree,1,1745,2,Female,82,2,1,Research Scientist,0,Married,5713,27748,0,Y,No,15,3,5,80,0,11,2,1,10,7,1,8
25,Travel_Frequently,1166,Human Resources,10,3,Medical,1,1746,3,Male,77,3,1,Human Resources,2,Married,2574,2726,0,Y,No,20,2,4,80,1,4,2,4,3,2,3,2
32,Travel_Rarely,1053,Sales,5,3,Technical Degree,1,1749,4,Male,54,3,2,Sales Executive,3,Divorced,9765,21990,1,Y,No,17,4,1,80,1,7,2,3,6,2,1,3
28,Travel_Rarely,1080,Research & Development,16,3,Medical,1,1751,3,Female,69,1,1,Research Scientist,5,Married,3927,6306,1,Y,No,14,2,3,80,0,7,6,2,7,2,2,5
30,Travel_Frequently,484,Research & Development,1,3,Life Sciences,1,1753,4,Male,74,4,2,Healthcare Representative,4,Single,7364,24213,8,Y,Yes,17,3,5,80,0,11,4,4,4,2,1,3
31,Travel_Rarely,881,Sales,15,2,Marketing,1,1754,2,Male,85,2,3,Sales Executive,1,Divorced,7497,2779,2,Y,No,5,3,1,80,1,13,5,1,8,7,2,8
35,Travel_Rarely,199,Research & Development,2,4,Medical,1,1755,2,Male,107,1,1,Research Scientist,4,Married,3430,6145,0,Y,Yes,17,4,0,80,3,7,3,3,6,0,2,3
34,Non-Travel,1155,Sales,2,3,Marketing,1,1756,2,Female,56,1,2,Sales Executive,1,Married,5713,9627,8,Y,No,11,3,3,80,0,14,4,2,12,7,2,8
50,Travel_Rarely,1182,Sales,11,4,Marketing,1,1757,4,Female,72,3,2,Sales Executive,4,Married,4822,7372,3,Y,No,7,2,3,80,0,9,4,4,6,1,1,5
39,Travel_Frequently,624,Research & Development,3,2,Medical,1,1760,4,Female,79,4,1,Laboratory Technician,4,Married,2591,16761,4,Y,No,5,4,2,80,1,10,6,1,7,1,1,6
30,Travel_Rarely,531,Research & Development,4,3,Technical Degree,1,1762,2,Female,82,1,1,Research Scientist,1,Divorced,2214,9006,1,Y,No,5,3,2,80,1,2,2,3,2,0,1,1
31,Travel_Rarely,320,Research & Development,8,3,Life Sciences,1,1763,1,Male,61,4,2,Healthcare Representative,4,Married,6088,9584,3,Y,No,15,4,3,80,1,11,6,4,8,0,2,8
33,Non-Travel,1048,Research & Development,5,4,Technical Degree,1,1764,2,Male,72,1,1,Research Scientist,4,Single,3126,19441,2,Y,No,15,3,4,80,0,13,3,3,8,7,1,8
39,Travel_Rarely,854,Research & Development,14,3,Medical,1,1766,1,Male,61,1,2,Healthcare Representative,2,Married,6102,25152,3,Y,Yes,5,3,1,80,1,16,3,3,2,0,2,1
43,Travel_Rarely,941,Research & Development,12,3,Medical,1,1768,1,Male,63,3,1,Laboratory Technician,1,Divorced,2904,9847,8,Y,Yes,5,3,1,80,3,8,6,1,6,3,1,5
56,Travel_Rarely,490,Research & Development,2,3,Medical,1,1770,4,Male,61,2,5,Research Director,1,Married,22274,20300,8,Y,No,17,3,2,80,3,35,1,1,2,0,1,1
34,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,2,Male,90,3,2,Research Scientist,1,Divorced,3269,6194,5,Y,No,7,2,4,80,2,12,4,2,10,8,2,0
42,Travel_Rarely,548,Research & Development,14,4,Life Sciences,1,1772,1,Male,94,1,1,Laboratory Technician,1,Divorced,2449,20520,1,Y,No,7,3,1,80,2,6,2,3,6,3,1,5
35,Non-Travel,1238,Sales,10,3,Life Sciences,1,1774,2,Male,78,3,2,Sales Executive,1,Married,4201,11082,1,Y,Yes,5,3,1,80,1,16,3,3,16,14,1,8
54,Non-Travel,678,Research & Development,1,4,Medical,1,1775,1,Female,61,2,4,Manufacturing Director,1,Married,15169,22866,4,Y,Yes,17,3,5,80,3,28,0,2,4,2,1,3
