EmployeeNumber,Attrition,Age,DistanceFromHome,MonthlyIncome,PercentSalaryHike,TrainingTimesLastYear,RatioYearsPerCompany,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Gender,OverTime
1219,1,24,17,2210,13,3,0.5,1,0,0,0,1,2,4,3,1,2,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1220,0,33,25,4539,12,3,5,10,7,0,1,2,3,2,3,2,3,3,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1221,0,36,6,2741,14,4,3.5,7,7,1,7,1,4,3,1,1,3,3,3,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1224,0,30,7,3491,13,4,5,10,7,8,9,1,4,3,3,2,3,3,1,3,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1225,0,44,29,4541,25,3,10,20,11,13,17,1,4,4,3,2,4,4,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1226,0,20,21,2678,17,2,1,2,1,2,2,1,3,3,4,1,4,3,4,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1228,0,46,2,7379,11,3,4,6,3,1,4,1,4,4,3,2,4,3,3,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1231,0,42,2,6272,16,3,1.25,4,3,0,3,0,5,4,4,2,1,3,1,1,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1233,0,60,7,5220,18,3,12,11,7,1,9,1,4,2,4,2,4,3,2,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1234,0,32,13,2743,20,2,1,2,2,2,2,2,3,3,2,1,2,4,3,1,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1235,0,32,2,4998,14,2,2,8,7,0,7,2,2,4,3,2,3,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1237,0,36,1,10252,21,2,5.666666667,7,7,7,7,1,3,3,1,3,1,4,3,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
1238,0,33,9,2781,13,5,15,14,10,4,10,1,3,1,3,1,4,3,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1239,0,40,10,6852,12,2,0.875,5,1,1,3,1,3,2,2,2,2,3,2,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1240,0,25,10,4950,14,4,5,4,3,1,1,1,4,3,3,2,4,3,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1241,0,30,1,3579,21,2,12,11,9,5,7,1,3,4,3,1,2,4,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1242,0,42,26,13191,17,6,5,1,0,0,0,2,5,1,3,3,1,3,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
1243,0,35,8,10377,11,6,3.2,13,2,4,12,0,2,3,2,3,4,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
1244,0,27,14,2235,14,3,4.5,9,7,6,8,1,3,1,3,1,1,3,4,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1245,0,54,1,10502,17,2,4.125,5,4,1,4,2,4,4,3,3,3,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1246,0,44,2,2011,13,5,5,10,5,7,7,1,1,1,4,1,4,3,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1248,1,19,10,1859,25,2,0.5,1,1,0,0,0,3,1,2,1,2,4,2,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1249,0,29,1,3760,15,5,1.5,3,2,1,2,1,3,1,3,1,4,3,1,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1250,0,54,3,17779,14,2,9,10,9,0,9,1,3,4,3,4,4,3,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1251,0,31,11,6833,12,2,3,6,5,0,1,1,2,3,3,2,1,3,4,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1252,0,31,24,6812,19,2,5,10,9,1,8,1,3,3,2,2,1,3,2,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1254,0,59,3,5171,17,2,2.166666667,6,1,0,5,1,3,3,2,2,4,3,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1255,0,43,3,19740,14,2,6.25,8,7,0,7,1,3,3,1,5,4,3,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1256,0,49,4,18711,13,2,7.666666667,1,0,0,0,1,2,1,2,5,3,3,3,1,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1257,0,36,3,3692,12,2,6,11,10,0,7,2,3,3,3,1,2,3,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1258,0,48,2,2559,11,4,1.166666667,1,0,0,0,1,2,4,4,1,2,3,3,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1259,0,27,4,2517,11,2,2.5,5,3,0,3,1,2,1,3,1,3,3,2,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1260,0,29,7,6623,11,2,3,6,0,1,0,1,3,3,3,2,4,3,2,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1263,0,48,1,18265,12,3,3.571428571,1,0,0,0,1,3,4,2,5,4,3,3,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1264,0,29,1,16124,14,2,2.25,7,7,1,7,1,3,4,2,4,4,3,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1265,0,34,20,2585,17,5,2,1,0,0,0,1,3,3,4,1,3,3,4,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1267,0,44,5,18213,11,5,3.25,22,9,3,10,1,3,2,3,5,2,3,3,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1268,0,33,10,8380,14,3,10,9,8,0,8,1,5,4,4,3,3,3,4,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1269,0,19,25,2994,12,2,0.5,1,0,0,1,1,3,2,4,1,4,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1270,0,23,1,1223,22,2,0.5,1,0,0,1,1,2,4,3,1,3,4,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1273,1,25,24,1118,14,4,0.5,1,0,1,0,2,1,3,1,1,4,3,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1275,0,26,4,2875,20,2,4,8,5,2,2,1,2,3,3,1,4,4,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1277,1,45,2,18824,16,2,8.666666667,24,10,1,11,1,3,1,1,5,2,3,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
1278,0,55,8,13577,15,3,17,33,9,15,0,0,1,4,2,4,2,3,4,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1279,1,21,10,2625,20,2,1,2,2,2,2,2,2,1,2,1,3,4,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1280,0,46,4,18789,14,2,8.666666667,11,4,0,8,1,2,4,2,5,2,3,3,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1281,0,34,2,4538,12,3,4,3,2,0,2,1,3,3,3,2,1,3,4,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
1282,0,51,9,19847,24,5,6.2,29,10,11,10,2,3,4,3,5,2,4,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1283,0,59,18,10512,12,6,3.571428571,9,7,5,4,1,4,4,3,3,4,3,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1285,0,34,19,4444,13,2,3,11,8,5,10,2,3,3,3,2,2,3,3,2,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1286,0,28,1,2154,11,2,5,4,2,0,2,2,4,4,3,1,3,3,3,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1288,0,44,4,19190,14,4,13,25,9,14,13,1,2,3,4,5,1,3,4,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1289,0,34,11,4490,11,5,2.8,10,9,1,8,2,3,3,2,2,2,3,4,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1291,0,35,6,3506,14,3,4,3,2,2,2,1,1,3,3,1,3,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1292,0,42,7,2372,16,2,2.571428571,1,0,0,0,1,4,2,4,2,2,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1293,0,43,4,10231,14,3,5.75,21,7,15,17,1,4,4,2,3,4,3,4,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1294,0,36,2,5410,11,2,1.8,16,14,5,12,1,4,3,3,2,2,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
1295,1,44,15,7978,11,2,5,10,7,0,5,1,3,1,3,3,4,3,4,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1296,0,28,2,3867,12,2,1,2,2,2,2,2,3,4,2,1,4,3,2,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1297,0,51,6,2838,14,6,8,7,0,7,7,2,2,2,2,1,3,3,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1298,0,30,9,4695,18,3,1.25,8,4,1,7,0,2,3,3,2,3,3,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
1299,1,29,7,3339,13,2,2.5,7,7,7,7,1,3,2,3,1,3,3,1,2,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1301,0,28,1,2080,11,2,1.666666667,3,2,1,2,1,3,4,3,1,1,3,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1303,0,25,1,2096,18,3,1,2,2,2,1,1,3,4,3,1,2,3,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1304,0,32,8,6209,15,4,5,10,7,0,8,1,3,3,4,2,4,3,3,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1306,0,45,25,18061,22,4,5.5,0,0,0,0,2,3,2,3,5,2,4,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1307,0,39,13,17123,13,4,3,19,9,15,2,1,4,3,2,4,2,3,4,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1308,0,58,23,2372,12,3,1,2,2,2,2,1,4,1,3,1,3,3,4,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1309,1,32,7,4883,18,3,5,10,4,1,1,1,2,4,3,2,3,3,1,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1310,1,39,23,3904,13,2,6,5,2,0,3,1,3,3,3,1,1,3,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1311,0,30,6,4627,12,6,10,9,2,6,7,1,3,1,2,2,4,3,1,1,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1312,0,36,10,7094,12,0,2.5,7,7,1,7,1,4,4,3,3,3,3,1,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1314,0,46,1,3423,12,3,1.428571429,7,6,5,7,1,2,4,3,1,1,3,3,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1315,0,28,1,6674,11,6,10,9,8,7,5,0,3,3,1,2,4,3,1,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1317,0,50,28,16880,11,2,5,3,2,1,2,1,3,4,3,4,1,3,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
1318,1,40,25,9094,12,2,3,5,4,1,0,1,4,4,2,3,2,3,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1319,1,52,5,8446,19,2,1,8,7,7,7,1,3,2,3,3,2,3,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1321,0,30,17,11916,23,2,4.5,9,1,0,8,1,4,2,3,3,1,4,4,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1322,0,39,18,4534,11,6,9,8,7,1,7,1,2,1,3,2,3,3,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1324,0,31,2,9852,19,5,5,10,8,9,6,0,4,4,3,3,3,3,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
1329,0,41,10,6151,13,4,9.5,19,2,11,9,0,2,3,1,2,2,3,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1331,1,31,1,2302,11,2,1.5,3,2,2,2,2,3,4,3,1,2,3,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1333,1,44,3,2362,12,4,2,3,2,1,2,1,3,1,3,1,1,3,3,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1334,0,42,2,17861,13,3,21,20,8,2,10,0,1,3,3,4,3,3,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1336,0,55,2,19187,14,5,4.6,19,9,9,11,1,2,4,1,5,3,3,4,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1338,0,56,8,19717,14,4,5.142857143,7,3,7,7,1,4,4,3,5,2,3,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1340,0,40,16,3544,16,0,0.6,4,2,0,0,0,2,3,3,1,3,3,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1344,0,34,9,8500,11,0,10,9,7,1,6,1,3,4,3,3,4,3,4,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1346,0,40,2,4661,13,4,4.5,9,8,8,8,1,3,3,3,2,4,3,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1349,0,41,1,4103,17,2,10,9,3,1,7,2,3,3,3,2,1,3,4,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1350,0,35,4,4249,11,3,4.5,9,6,1,1,2,4,3,3,2,3,3,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1352,0,51,5,14026,11,2,16.5,33,9,0,10,1,3,3,3,4,2,3,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1355,0,38,2,6893,15,3,2.75,7,7,1,7,1,2,2,3,2,1,3,4,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1356,0,34,15,6125,12,6,5,10,8,9,6,1,2,3,3,2,1,3,4,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1358,0,25,19,3669,11,6,1.75,3,2,1,2,1,1,4,3,1,4,3,3,3,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1360,1,58,7,10008,14,0,3.875,10,9,5,9,1,4,3,2,3,1,3,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
1361,0,40,1,2387,22,3,1.75,4,2,0,3,1,4,2,3,1,2,4,3,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1362,0,36,7,4639,16,2,5.666666667,15,7,6,13,2,3,1,4,2,1,3,4,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1363,0,48,4,7898,11,2,5.5,10,9,0,8,1,3,4,3,3,4,3,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1364,0,27,11,2534,14,4,0.555555556,1,0,0,0,1,3,3,4,1,4,3,2,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1367,0,51,11,13142,16,1,7.25,5,2,0,3,1,2,4,2,4,2,3,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1368,0,18,1,1611,15,5,0,0,0,0,0,0,3,4,3,1,4,3,3,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1369,0,35,1,5363,12,0,10,9,7,0,0,1,3,4,2,2,4,3,2,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1371,0,27,2,5071,20,3,2,6,2,0,0,2,1,4,1,2,4,4,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1372,1,55,13,13695,17,2,3.428571429,19,7,3,8,1,4,1,4,4,3,3,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1373,0,56,23,13402,12,0,6.6,19,16,15,9,1,3,4,3,4,2,3,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1374,0,34,26,2029,20,2,2.5,5,4,0,0,0,1,1,2,1,3,4,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1375,0,40,2,6377,20,0,2.5,12,11,11,8,1,1,2,4,2,3,4,2,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1377,0,34,29,5429,13,1,2,8,7,7,7,1,3,2,3,2,3,3,1,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1379,1,31,2,2785,14,3,0.375,1,0,0,0,2,3,3,2,1,4,3,3,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1380,1,35,18,4614,18,0,5,4,2,3,2,2,4,4,3,2,3,3,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
1382,0,38,7,2610,11,2,2,4,2,0,3,2,3,4,4,1,3,3,4,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1383,0,34,2,6687,11,2,7,14,11,4,11,1,4,3,3,2,4,3,4,0,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1387,0,28,26,4724,11,0,2.5,5,3,0,4,1,3,3,2,2,1,3,3,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1389,1,31,22,6179,15,3,5,10,2,6,7,1,4,4,3,2,3,3,4,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1390,0,39,21,6120,12,2,2,5,4,1,4,1,4,1,2,2,4,3,4,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1391,0,51,2,10596,11,5,4.666666667,4,2,3,2,2,3,2,3,3,2,3,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1392,0,41,22,5467,14,4,3,6,2,3,3,2,3,4,3,2,4,3,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1394,0,37,4,2996,15,2,1,6,4,1,3,1,1,3,3,1,3,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1395,0,33,5,9998,13,2,1.142857143,5,4,1,2,2,1,2,3,2,4,3,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1396,0,32,2,4078,13,3,4,3,2,1,2,1,1,3,3,2,2,3,1,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1397,0,39,25,10920,21,2,3.25,6,4,0,5,0,2,3,3,3,3,4,2,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1399,0,25,18,6232,11,3,2,3,2,1,2,1,1,1,4,2,3,3,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1401,0,52,28,13247,11,3,8,5,3,0,2,2,2,4,4,4,3,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
1402,0,43,6,4081,14,3,10,20,7,1,8,1,3,1,2,2,3,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1403,0,27,10,5769,11,3,3,6,2,4,4,1,3,4,2,2,4,3,4,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
1405,1,27,17,2394,13,2,4,8,2,7,7,1,4,4,3,1,3,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1407,0,26,2,3904,12,2,5,4,3,1,1,1,1,1,2,1,4,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1408,0,42,10,16799,14,5,21,20,7,0,9,1,3,3,3,4,1,3,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
